Positive Similarity	Negative Similarity
61475004.0	21080.39453125
61868756.0	21243.37109375
62173576.0	24349.759765625
61140380.0	24466.986328125
61152348.0	23702.744140625
60983484.0	19907.87890625
62273864.0	23248.978515625
64464032.0	23078.3828125
64590192.0	24850.36328125
63853056.0	24729.857421875
64471692.0	22771.603515625
62982028.0	23416.5546875
62155728.0	19759.875
61752924.0	21805.775390625
61719080.0	21297.779296875
62430492.0	21104.494140625
61769468.0	20679.724609375
63062816.0	22927.4140625
63134964.0	22645.904296875
62495204.0	25458.537109375
63275220.0	25555.796875
63638308.0	25221.1015625
64355668.0	24250.955078125
64029852.0	24330.69140625
64484764.0	25006.486328125
65167164.0	25279.16796875
63728280.0	24693.296875
62798084.0	28340.00390625
64475876.0	28339.0703125
63941128.0	24584.232421875
65110472.0	27596.771484375
64790840.0	27591.4375
64444796.0	26429.505859375
64407088.0	24702.828125
63227796.0	26309.240234375
65096572.0	25279.3515625
64846868.0	27162.01953125
64087464.0	25658.158203125
64235416.0	24720.646484375
64500384.0	22776.4140625
64754664.0	23612.09375
66776696.0	23690.83984375
66198124.0	25002.783203125
66046444.0	24573.208984375
65021000.0	27330.234375
65478780.0	28876.54296875
65891260.0	26121.2578125
65882188.0	30847.609375
64742052.0	31180.2265625
64911468.0	30286.671875
65648000.0	25950.57421875
67028720.0	28550.77734375
67687520.0	27973.607421875
67174696.0	28798.26953125
66469432.0	28840.1171875
67679952.0	27496.166015625
67076552.0	23965.103515625
67318152.0	25159.34765625
67521816.0	25498.54296875
67009824.0	26625.486328125
65383244.0	25870.4765625
66119704.0	24972.26171875
66501460.0	29588.61328125
66060332.0	28532.232421875
67009352.0	31061.080078125
65948036.0	30939.091796875
66593352.0	30641.71875
66863652.0	25618.79296875
65912576.0	30960.505859375
67981072.0	29367.537109375
69101504.0	30553.541015625
69273096.0	30654.326171875
69096864.0	28729.869140625
68572216.0	31713.43359375
68284680.0	26723.958984375
67971264.0	28501.501953125
68276912.0	28293.736328125
68059784.0	28945.916015625
67947976.0	27572.626953125
68489400.0	31464.822265625
68644880.0	30001.177734375
68619688.0	33760.734375
67132744.0	33263.91015625
67986176.0	32394.013671875
67130384.0	29495.634765625
68702416.0	31600.6640625
69457576.0	31646.021484375
70016224.0	31376.755859375
70349016.0	31684.21875
69717232.0	31209.572265625
69839872.0	36951.55078125
69733744.0	30706.8046875
69026944.0	34090.6875
68666864.0	34439.0078125
68170440.0	33221.6640625
68594936.0	30247.9296875
69107648.0	33104.97265625
69666248.0	32184.2421875
69931360.0	33994.69140625
70167544.0	33492.8515625
69610792.0	31280.0390625
67967408.0	28487.26953125
71193400.0	29685.099609375
69611792.0	30076.634765625
69924496.0	32326.126953125
69557776.0	30844.390625
69678856.0	32965.15625
70157560.0	34836.28125
69232088.0	30494.20703125
71228872.0	35543.76953125
70176184.0	35270.92578125
70451832.0	34414.625
70355120.0	28983.65625
69650544.0	32308.736328125
71232896.0	33127.55078125
71361128.0	34967.80859375
69705784.0	33818.265625
71275096.0	33429.7109375
71250896.0	29100.232421875
70175240.0	30272.240234375
71213328.0	30903.380859375
70845432.0	32378.904296875
71441984.0	31964.615234375
71854424.0	29580.12109375
71244632.0	36011.92578125
70745208.0	33951.50390625
69811424.0	37900.22265625
69716384.0	36664.76171875
69818128.0	36228.0234375
70294216.0	30444.25390625
69839936.0	35938.734375
72177744.0	34237.98046875
71135840.0	35646.75
71507072.0	35422.1328125
71540456.0	32818.72265625
71811408.0	37283.203125
72312624.0	31284.08984375
72417904.0	34412.65625
71446944.0	33496.00390625
71681960.0	33396.54296875
71364120.0	31808.2890625
71041352.0	38822.6015625
71228208.0	34524.03125
71103728.0	38690.78515625
69654216.0	38983.63671875
70109744.0	38448.80078125
72377456.0	36067.86328125
73464504.0	37200.078125
71906064.0	37066.96484375
72634032.0	38133.05078125
72693368.0	37871.046875
73766944.0	37986.2421875
74033032.0	43872.85546875
73641720.0	36047.9609375
73309568.0	40638.49609375
72160192.0	41317.29296875
70456592.0	38627.43359375
70916592.0	35419.3203125
71584464.0	39552.09765625
72011888.0	38291.56640625
71202808.0	39779.46875
72085592.0	39160.0546875
73346160.0	38417.30078125
71835200.0	31626.98046875
72384232.0	35885.625
72432776.0	35849.35546875
73158480.0	37481.41015625
72968336.0	37064.9375
72997888.0	41270.55078125
72558416.0	44359.03515625
71626720.0	38527.1796875
71771576.0	41668.30859375
72806232.0	40841.046875
71795104.0	39755.1953125
72049312.0	35091.2890625
72995528.0	40451.89453125
73497736.0	39038.453125
72830560.0	41195.078125
73241768.0	41282.0234375
73894832.0	40002.09765625
73652904.0	34351.6875
74632672.0	37304.46875
73843440.0	37328.7578125
73394968.0	38855.35546875
72836256.0	38718.25390625
73273752.0	36108.3125
73535336.0	42585.56640625
74260080.0	40724.5625
73723768.0	44192.77734375
71716832.0	42543.22265625
73297544.0	41278.359375
73420720.0	34198.890625
74195888.0	40858.6328125
74043848.0	39368.390625
74463400.0	42609.37109375
74501872.0	42132.74609375
74290760.0	39516.0703125
74643536.0	43491.73046875
75212216.0	37211.63671875
74753816.0	40902.8515625
74002472.0	38941.703125
74697168.0	39317.28125
74052088.0	36608.73046875
75022936.0	44150.03515625
75322192.0	39313.65625
75348584.0	44208.58984375
74313104.0	44189.28125
74168472.0	44185.09765625
73353440.0	40361.16015625
73665560.0	41396.5078125
74366192.0	41716.515625
74695504.0	43105.90234375
74948096.0	42652.80859375
75136520.0	40830.55078125
77314864.0	48939.96875
75788400.0	40848.4140625
75153200.0	44800.58984375
73442656.0	44762.89453125
74847936.0	43255.5390625
73963040.0	39484.03515625
72593992.0	44255.890625
72946240.0	42530.89453125
74883872.0	44905.37890625
74513416.0	44879.16015625
75055088.0	43937.13671875
74359528.0	35833.75
75429448.0	40852.39453125
74818560.0	39852.74609375
75441224.0	41878.8125
75913904.0	41774.35546875
76153536.0	45677.49609375
76391792.0	48315.046875
75469240.0	41771.23828125
74847008.0	46132.6484375
74326720.0	45201.52734375
74342744.0	43596.5
75430088.0	38100.76953125
75617264.0	43260.68359375
76450872.0	41948.87890625
76271392.0	44334.02734375
76026416.0	44652.07421875
76284152.0	43605.01953125
76026536.0	37830.3046875
76342440.0	40578.71484375
75818480.0	40432.6171875
76069776.0	41503.51953125
75877424.0	41697.23828125
75683208.0	39974.51171875
76690728.0	46009.71484375
76760016.0	42917.4765625
76397192.0	46032.140625
74860680.0	44210.84375
75610560.0	45761.59375
76679600.0	37619.09375
75028632.0	44902.90234375
75760584.0	41601.6171875
76063656.0	44263.50390625
77763008.0	45841.5078125
77066968.0	43399.79296875
78108496.0	47673.89453125
76871160.0	39714.046875
77656168.0	41863.78515625
76590712.0	41036.6875
77509640.0	41900.37109375
76509648.0	40646.16015625
76978440.0	48438.58984375
75622000.0	42855.3203125
74794712.0	46659.4921875
75742424.0	45814.86328125
76135320.0	46784.68359375
77032744.0	42804.88671875
77084128.0	44511.3671875
77569200.0	43198.00390625
77799632.0	43483.1875
76918928.0	44170.23046875
77942168.0	43294.921875
78088096.0	52316.95703125
78118952.0	42922.26953125
76270296.0	45584.91796875
75423392.0	45526.67578125
75907152.0	44327.5390625
76691728.0	42535.66796875
77633400.0	47962.44921875
77465992.0	43915.671875
76947592.0	46169.29296875
76452344.0	45567.1484375
77207296.0	46471.4375
77807824.0	38971.99609375
79181480.0	42893.6015625
77288792.0	42066.87109375
78138536.0	45053.421875
76465640.0	44235.51171875
77456520.0	48281.5859375
76815840.0	50759.8984375
77400264.0	43843.03515625
77682096.0	49196.328125
76558760.0	49602.515625
76742016.0	48994.4375
76377360.0	42578.72265625
77022056.0	47700.26171875
77805088.0	45404.96875
78053816.0	49027.17578125
77245216.0	49245.3359375
77451344.0	48158.6796875
76997280.0	40603.56640625
77703992.0	42980.36328125
77409856.0	44640.3203125
78568208.0	47002.1328125
77757280.0	46960.5703125
78426160.0	44417.109375
78470896.0	49606.86328125
77951128.0	46253.89453125
77207200.0	50053.42578125
76013808.0	50175.671875
76809016.0	49248.71484375
77189184.0	40643.5859375
77934344.0	49070.83984375
78700624.0	46568.93359375
77075264.0	49197.88671875
77859752.0	47850.3203125
78562144.0	45484.92578125
77948904.0	50624.1640625
77218632.0	43565.1796875
78947144.0	47807.98828125
77641848.0	45255.53125
76712424.0	46000.37890625
77769480.0	45342.765625
77582608.0	53781.1953125
79581624.0	47107.88671875
77268792.0	51747.6796875
77212408.0	50276.359375
77724328.0	49574.45703125
77398336.0	45404.86328125
77437008.0	46123.5
79063608.0	46752.80078125
78772168.0	46741.2734375
79273368.0	48151.08203125
78848240.0	32473.033203125
77159912.0	54485.84765625
77840672.0	45555.0234375
78230056.0	50632.67578125
77276904.0	50247.6796875
76899616.0	49942.40625
77872688.0	47789.04296875
78152568.0	52186.1796875
78650576.0	48878.56640625
78528912.0	49919.68359375
78356784.0	50676.43359375
78202912.0	48444.86328125
77324640.0	41482.0
78123600.0	46499.796875
79836424.0	46009.11328125
78349928.0	47743.984375
79141776.0	48568.6875
77778616.0	55689.703125
78480368.0	56849.5859375
77721384.0	46311.58203125
77707088.0	50891.55078125
77384264.0	51401.296875
78098568.0	51578.76171875
78444064.0	45225.96484375
79864568.0	50124.4765625
79801688.0	47134.51171875
78724224.0	49630.76171875
78653720.0	51394.97265625
79649280.0	52473.296875
79207648.0	45049.62890625
78327648.0	46109.2265625
79348712.0	45756.28125
78709960.0	48639.52734375
78023952.0	49547.3046875
78940032.0	46686.1484375
79011384.0	52411.94140625
79838296.0	48647.453125
77972344.0	53046.83984375
78909104.0	51439.9453125
78483896.0	50529.91796875
78834232.0	42037.22265625
79044664.0	51723.02734375
80155664.0	47104.4921875
79236464.0	51393.7734375
78698704.0	50733.84765625
80282424.0	48962.16015625
79343288.0	54803.41015625
78463040.0	46632.98828125
77866696.0	49287.59375
79044624.0	48903.890625
79207544.0	49700.28125
80000472.0	47027.66015625
80166856.0	55306.97265625
80080200.0	48573.78515625
79500264.0	53570.61328125
79298160.0	52464.2421875
77802248.0	51989.1953125
79113408.0	47139.65625
78071912.0	49495.8515625
78386232.0	50309.6640625
78814656.0	49877.62109375
78344120.0	50885.50390625
78561328.0	35533.0
78885840.0	59539.37109375
78557896.0	49040.66015625
78828032.0	51320.9375
78690528.0	53094.36328125
79191664.0	52321.0078125
78558952.0	49450.671875
78519960.0	55628.2734375
80085856.0	50801.92578125
80096640.0	52511.47265625
79219064.0	53316.5546875
79376216.0	53990.40234375
78278144.0	44857.84375
79677544.0	49928.734375
79893736.0	47704.69921875
78663736.0	50294.33984375
79678064.0	51212.08203125
79022416.0	59779.98046875
78360288.0	60009.0625
78748744.0	48575.1015625
78384456.0	53782.140625
79763768.0	54951.2578125
78377312.0	55339.7578125
79832176.0	47704.0390625
80183144.0	51574.12109375
79084544.0	48957.08984375
78926408.0	53041.8203125
79519560.0	53204.79296875
79272968.0	53883.6953125
80094488.0	46076.2890625
79681520.0	48553.3671875
80424448.0	49076.09375
77228856.0	52013.39453125
79398912.0	52254.78125
78898448.0	50358.47265625
81408216.0	55892.29296875
80478880.0	51925.0859375
78841616.0	54824.234375
78152448.0	54254.46484375
79673696.0	53432.3515625
81103688.0	44534.30859375
79387216.0	54337.5703125
79717776.0	50255.4375
79907008.0	52865.0
79826944.0	53425.9609375
80134184.0	51089.29296875
81157424.0	59420.95703125
78795144.0	47666.01171875
79915760.0	50479.72265625
79377936.0	49897.28125
80261096.0	53365.99609375
79737040.0	53370.8125
81019632.0	58494.44140625
79431376.0	49200.41015625
78415024.0	55140.0625
80250104.0	56507.62890625
79160216.0	57270.73828125
79350936.0	49446.7578125
80990336.0	50513.1640625
80482752.0	49867.41796875
81485040.0	51928.953125
80986496.0	54638.9296875
80872176.0	37299.30859375
81027904.0	59743.296875
79053400.0	49289.57421875
80182288.0	53306.01953125
80193360.0	56521.9453125
79206368.0	56143.484375
79374872.0	51870.79296875
79305968.0	57448.0625
79945320.0	52347.62890625
80220912.0	56807.35546875
78969416.0	56497.25390625
80995360.0	55896.8125
80016880.0	46029.58984375
79733984.0	51125.74609375
80555272.0	49741.31640625
80114368.0	53236.74609375
80494296.0	54219.9140625
81516840.0	63010.78515625
80733576.0	62109.6796875
78632464.0	51704.58203125
78754656.0	56521.140625
78940648.0	56959.6953125
79173448.0	57496.36328125
80583752.0	49689.046875
80747000.0	54974.94921875
82200592.0	52543.72265625
81236496.0	56543.47265625
80687056.0	57148.859375
80233512.0	54800.0078125
80486592.0	47253.4765625
81109208.0	51335.19140625
80488056.0	50501.42578125
80266736.0	55595.16015625
78894368.0	54702.1015625
80696264.0	52529.4453125
79343072.0	60967.52734375
79335112.0	54921.07421875
79545320.0	57953.3359375
79878560.0	55342.16015625
81120960.0	57745.9140625
80520280.0	47495.61328125
81053840.0	56552.4375
81173264.0	50315.0546875
80533944.0	54396.80859375
80424888.0	57107.7265625
80321016.0	54530.546875
80809240.0	61996.5078125
80009912.0	50639.59765625
78329656.0	54758.3828125
78873216.0	55260.5546875
81735728.0	57749.8671875
81268008.0	54229.4375
79771432.0	60708.8828125
80008928.0	52564.79296875
79880408.0	58013.1484375
80248960.0	59286.75
80036632.0	57192.1328125
81154560.0	50601.67578125
79661144.0	53336.66015625
80180552.0	54084.67578125
81103552.0	55518.9609375
82205232.0	57570.95703125
80719480.0	40630.57421875
81176992.0	62867.4140625
79718064.0	52196.44921875
79528768.0	57680.3359375
80657992.0	59019.4375
79670720.0	57977.22265625
79985888.0	56122.2265625
80795208.0	61425.8828125
80123144.0	55568.1796875
79872600.0	59400.859375
80018936.0	59967.546875
81159896.0	57479.34375
80790000.0	48386.74609375
80216256.0	55003.44921875
80675640.0	52897.9609375
80486488.0	56623.81640625
80210032.0	55456.21875
80556240.0	63737.31640625
79943304.0	65544.6484375
80517000.0	55667.2734375
80156632.0	59338.0
81138040.0	60217.6484375
80340088.0	59878.46875
80767464.0	52287.4140625
79856552.0	56925.6015625
80717048.0	53996.5859375
81396184.0	58613.45703125
81153960.0	60389.6640625
81767600.0	58976.8125
81858392.0	51186.53515625
80614696.0	53034.19921875
78846776.0	54209.28515625
79969344.0	58670.26171875
80011528.0	57555.91015625
80471808.0	54053.16796875
80595072.0	61177.4765625
80368008.0	56132.5
80379128.0	60621.9453125
79793824.0	57444.34765625
80578272.0	60569.125
81141368.0	48068.0625
81762552.0	59086.640625
81916496.0	55556.0546875
80952512.0	58402.765625
80017512.0	59207.6953125
80208424.0	55686.2265625
80022208.0	65286.96875
79669616.0	53595.6796875
80066520.0	56789.3984375
81933488.0	56332.94140625
81308736.0	58965.2265625
80703880.0	56863.75
82055792.0	63465.1484375
81499656.0	53871.46875
79981576.0	59906.96484375
81313936.0	62551.19921875
80510280.0	61228.27734375
81147720.0	53510.859375
81463264.0	55327.58203125
81111248.0	55544.55078125
82598176.0	58841.421875
81677016.0	60967.9609375
81132688.0	42059.23046875
80993496.0	64685.56640625
80548344.0	54552.50390625
80945648.0	59950.5390625
80232384.0	62369.4921875
80086056.0	61091.62890625
81560568.0	56035.8125
80794856.0	60475.82421875
80092384.0	57187.37890625
81648440.0	61737.515625
83477168.0	62775.625
81080784.0	62075.046875
81568976.0	50568.546875
80336192.0	54768.20703125
79851328.0	55496.3671875
80895832.0	59765.515625
79766072.0	60762.57421875
81601544.0	67610.59375
80572168.0	65571.8203125
81781360.0	56347.5390625
81422480.0	63324.11328125
82190352.0	63040.203125
80365904.0	60734.421875
82234992.0	52994.00390625
82170064.0	58553.04296875
82820736.0	57200.61328125
81658784.0	58992.29296875
81202840.0	60755.28515625
81360824.0	59746.15234375
81555112.0	52450.46484375
81228632.0	55625.265625
80238896.0	55987.51171875
81671128.0	60307.96875
81428504.0	60861.16015625
82226824.0	58203.21875
82960264.0	63892.83203125
82491776.0	57931.75
80478864.0	62506.78515625
80207664.0	61746.09765625
81709488.0	60554.90234375
81139088.0	49000.52734375
82526680.0	59600.42578125
82660920.0	56525.66015625
81677024.0	60593.79296875
80996656.0	61245.578125
81337296.0	58462.6640625
81864528.0	65691.53125
